sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
B3_0016,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,2829.03736393,2829.038064294,2829.462171249,2830.154650435,2830.227727962,0.004556000021693762,423.3736090000093,691.9812940000156,73.05708199965011,1190.3640319997066,3.727,82176,22050,0.31938932975575707,11.842372038838077,0.0032895477885661324,3.1774542631709357,91.32612298522679,100.0,68.85,False,0.35428895377894726,9.84135982719298e-05,0.3220967447916667,0.32841250000000005,0.0013298034843358137,4.193782370838075,0.00023010747253266177,0.7381552082076167
B4_0017,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,2835.037453311,2835.038133266,2835.401697902,2835.901882018,2835.967207213,0.0042219999158987775,363.3240329995715,499.56132999977854,65.30528700022842,929.7539020003569,2.902,64000,22050,0.32038383942121185,7.860596811035041,0.0021834991141764003,2.7086825675517026,92.65509641311951,100.0,67.75,False,0.25718050240133483,7.143902844481523e-05,0.3222828125,0.32313281250000003,0.0007605382582007517,3.307305652901778,0.00017619493017927065,0.7687207682519557
C1_0018,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,2841.037533109,2841.038382609,2841.772174339,2843.072459373,2843.175266272,0.004315000296628568,733.409231999758,1299.5247050002945,102.78591699989192,2137.733163000121,7.105,156672,22050,0.30087729247010847,21.761933287478236,0.006044981468743955,3.0629040517210746,93.81077940540622,100.0,71.05,False,0.6446917221137782,0.00017908103392049395,0.3223063988095238,0.32825,0.002467103998432767,4.4284114927725895,0.000430842503448326,0.7643241365023205
C2_0019,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,2850.563815969,2850.564583854,2851.00332745,2851.690691768,2851.761120147,0.004536999767879024,438.42323100034264,686.5477639998971,70.40689599989491,1197.3041779997402,3.843,84736,22050,0.3115545610199688,11.701790866071292,0.0032504974627975813,3.0449624944239635,91.7617938951379,100.0,68.85,False,0.35249480410220263,9.791522336172296e-05,0.321122265625,0.322734375,0.0012748653072244267,4.1111710622564255,0.00023838501717041348,0.7708948874531784
REF_0020,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,2856.563891608,2856.564641474,2857.003669085,2857.694883407,2857.766558507,0.004444999831321184,438.7539890003609,690.3577289999703,71.65389500005404,1202.6668989997233,3.889,85760,22050,0.30924836693230223,11.765235016250987,0.0032681208378474965,3.025259711044224,91.38368431514085,100.0,68.85,False,0.3539629749437741,9.832304859549281e-05,0.3215028645833333,0.3221765625,0.001273721082667582,4.0167521471739995,0.00025162241268869014,0.79913052920178
A1_0021,.Le chat dort.,14,3,,short_plain,2862.563982236,2862.564555075,2862.801268604,2863.003442258,2863.045714872,0.004074000116816023,236.55737400031285,201.70469000004232,42.25140900007318,481.73263600028804,1.173,25856,22050,0.4106842591647809,4.4298692294041455,0.0012305192303900404,3.776529607335162,85.04526115501724,97.5609756097561,67.75,False,0.12880552279943758,3.577931188873266e-05,0.32222437499999995,0.3232921875,0.0004878221165496345,3.9337841520969996,8.978082432107949e-05,0.7676220956167761
A2_0022,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,2868.564069629,2868.564724768,2868.901161605,2869.346885029,2869.402799934,0.004240999714966165,336.21067900003254,445.19523500002833,55.895626000165066,838.7303049998991,2.612,57600,22050,0.3211065486217071,6.93056415503979,0.001925156709733275,2.653355342664544,91.39151549545576,100.0,67.75,False,0.2259440475867942,6.276223544077616e-05,0.32190761718750005,0.32241562500000004,0.0006959937839718875,3.4993188967677504,0.00013521269909922985,0.6905517086188475
A3_0023,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,2874.564152305,2874.564930431,2875.068800655,2875.89951188,2875.980637924,0.004426000032253796,503.54354399996737,830.069808999724,81.10563599984744,1416.4856190000137,4.644,102400,22050,0.3050141298449642,14.367265332578175,0.0039909070368272705,3.093726385137419,91.8430876843677,100.0,68.85,False,0.417999274829934,0.00011611090967498166,0.3216784598214285,0.32257500000000006,0.0016742650634345756,4.473551832181829,0.00026270244260249504,0.72452362594626
B1_0024,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,2880.858899528,2880.859703507,2881.22074224,2881.714194631,2881.772644349,0.006241000392037677,360.74355300024763,492.8837190000195,58.429180000075576,913.7448209999093,2.833,62464,22050,0.3225361175432083,7.875577711563816,0.0021876604754343934,2.779942714988992,91.88743754421279,100.0,69.4,False,0.2562836678140509,7.118990772612525e-05,0.3209654513888889,0.323053125,0.0008003856895465327,3.5115600427609994,0.00014225997691610912,0.6412659408714155
B2_0025,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,2886.858984953,2886.859770135,2887.384521931,2888.257785832,2888.338954842,0.004703999820776517,524.4189670002015,872.5760749998699,81.1504349999268,1479.969889000131,4.888,107776,22050,0.30277616387073053,14.632653281846354,0.004064625911623987,2.993587005287716,91.30769230769232,100.0,69.4,False,0.4508008141464235,0.00012522244837400652,0.32199062500000003,0.3223359375,0.001559391806930817,3.910122390675206,0.00031233479540024236,0.7901058254185054
B3_0026,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,2893.480390131,2893.481168979,2893.89645481,2894.567582445,2894.637134864,0.004147999788983725,414.957241999673,670.6293359998199,69.53136199990695,1156.7447329998686,3.727,82176,22050,0.3103688577944375,11.249104094907292,0.0031247511374742475,3.0182731674020102,88.9676330416546,100.0,69.95,False,0.3537593322003662,9.826648116676839e-05,0.32204375,0.3224953125,0.0011655556790951252,3.7289926630964163,0.00023069872562224376,0.7420367431996083
B4_0027,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,2899.480473433,2899.481143147,2899.839748782,2900.354614105,2900.417060385,0.003925999862985918,358.37290199970084,514.1748300002291,62.427278999621194,936.5869519997432,2.902,64000,22050,0.3227384396966723,8.543254736627816,0.002373126315729949,2.9439196197890474,90.63477851025989,100.0,69.4,False,0.25763091252170073,7.15641423671391e-05,0.32134097222222224,0.322734375,0.0009293439488235807,4.235640171095666,0.00017507168826772927,0.7887460759080088
C1_0028,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,2905.48057444,2905.48143094,2906.195437762,2907.468751212,2907.571039503,0.004406999778439058,713.634768999782,1272.5287489997754,102.26842000020042,2090.4650630000106,7.105,156672,22050,0.2942244986629149,22.063663455200526,0.0061287954042223685,3.105371351893107,92.18639220512523,100.0,71.6,False,0.6432143293095495,0.0001786706470304304,0.3216856398809524,0.32257500000000006,0.002561496619848527,4.547308318631929,0.00040627547725965475,0.7235634634848619
C2_0029,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,2914.98770437,2914.988541276,2915.414537059,2916.097041957,2916.165548573,0.006166999810375273,425.6980109998949,681.8833160000395,68.48579999996218,1177.8442029999496,3.843,84736,22050,0.30649081524849064,11.896100095731898,0.003304472248814416,3.0955243548612796,90.4565911730546,100.0,69.95,False,0.35357033860284764,9.821398294523546e-05,0.3214984375,0.323053125,0.0013403538471184054,4.255247458276783,0.00022495342150187912,0.7280823567074917
REF_0030,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,2920.987772079,2920.988502517,2921.425056775,2922.117687058,2922.190793354,0.004333000106271356,436.29028299983474,691.9879029996991,73.08666500011896,1203.0212750000828,3.889,85760,22050,0.30933948958603313,10.915387133857179,0.003032051981626994,2.806733642030645,91.01029818135079,100.0,70.5,False,0.3535203617260543,9.820010047945953e-05,0.32143828125000007,0.3229734375,0.0010906790211985561,3.4910618479494997,0.00022900241270582084,0.7368105155514516
A1_0031,.Le chat dort.,14,3,,short_plain,2926.987849359,2926.988438495,2927.21176326,2927.414968731,2927.457453116,0.004074000116816023,223.146220000217,202.70615400022507,42.46256900023582,469.6037570001863,1.173,25856,22050,0.40034420886631394,4.184260103089968,0.0011622944730805467,3.567144162907048,82.52440352440354,97.5,68.85,False,0.12970790986096603,3.6029974961379455e-05,0.32212874999999996,0.3229734375,0.0004570723516790505,3.7889209971644,7.493402892494313e-05,0.656391464580856
A2_0032,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,2932.987933765,2932.988611146,2933.319948174,2933.768273963,2933.825222267,0.0044809999053541105,331.08490599988727,447.7868949998083,56.92637799984368,837.2885019998648,2.612,57600,22050,0.3205545566615103,6.799502611223843,0.0018887507253399563,2.603178641356754,89.24262902801092,100.0,68.85,False,0.2257448518802857,6.270690330007937e-05,0.32221640625000003,0.3232125,0.0006853143471151076,3.5953968341892497,0.000127146455621688,0.6533924277806538
A3_0033,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,2938.988038353,2938.988824943,2939.486797835,2940.316338155,2940.39332986,0.004129999979340937,497.6823609999883,828.8656800000354,76.97201900009532,1405.291507000129,4.644,102400,22050,0.3026036836778917,13.469519045437561,0.0037415330681771003,2.900413231145039,91.41650696024435,100.0,70.5,False,0.4168439557618511,0.00011578998771162531,0.3210806919642858,0.323053125,0.0014528059713206855,3.9020462142944283,0.0002602643316995304,0.707123125998925
B1_0034,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,2945.261874653,2945.2625247,2945.616058428,2946.112872717,2946.171695955,0.0041860002966132015,353.29981099994257,496.30776699996204,58.80364399990867,909.8213019997274,2.833,62464,22050,0.32115118319792707,7.626448190018101,0.0021184578305605837,2.692004302865549,92.24373993345841,100.0,69.4,False,0.2565314017866448,7.125872271851244e-05,0.3215092013888889,0.32313281250000003,0.0006990890781138898,3.0799186728368886,0.00017728816841696977,0.7761428721960445
B2_0035,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,2951.26195736,2951.26274495,2951.774965794,2952.654698823,2952.7346491,0.00400099997932557,511.9064049999906,879.0541850003137,79.93138799974986,1472.6917399998456,4.888,107776,22050,0.30128718085103223,15.32953945184557,0.004258205403290436,3.1361578256639873,90.99507201690979,100.0,71.05,False,0.44932933386282947,0.00012481370385078596,0.3210851041666667,0.3223359375,0.0017618118066658973,4.395153076306967,0.000287229569768597,0.7390295273577847
B3_0036,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,2957.889774081,2957.890627612,2958.326481322,2959.00107958,2959.071242953,0.004333000106271356,435.6338379998306,674.0199430000757,70.14385699994818,1181.4688720000959,3.727,82176,22050,0.3170026487792047,11.40997333651494,0.0031694370379208164,3.061436366116163,89.41614903424916,100.0,70.5,False,0.3541547494745618,9.837631929848939e-05,0.322156640625,0.32265468750000004,0.0012128033620479384,3.822586493172675,0.00023037850404366712,0.7407955242899131
B4_0037,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,2963.889801363,2963.89047187,2964.250037186,2964.765382425,2964.825905473,0.00401800025429111,359.3267050000577,514.7229650001464,60.50381000022753,936.1041100000875,2.902,64000,22050,0.32257205720195986,7.77519986186456,0.002159777739406822,2.6792556381338937,90.01729751729754,100.0,69.95,False,0.25898478076388337,7.194021687885649e-05,0.3226460069444444,0.32743750000000005,0.0007541856842578689,3.4163523505584443,0.00016103222892366166,0.6981894198898578
C1_0038,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,2969.889879698,2969.890738438,2970.604104721,2971.878567115,2971.978764084,0.004147999788983725,712.9903590002868,1273.7055459997464,100.17641700005697,2088.8843859997905,7.105,156672,22050,0.2940020247712583,20.80996633439828,0.005780546203999522,2.9289185551580967,92.54169272461957,100.0,72.15,False,0.6435090217783035,0.00017875250604952874,0.3220361607142857,0.32265468750000004,0.0022564304413288977,3.9892467965374476,0.0004039159822486426,0.7192437137577143
C2_0039,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,2979.381092581,2979.382287093,2979.810682389,2980.493373056,2980.562876075,0.005074000000604428,427.9228469999907,682.0613700001559,69.48317000023962,1181.7834940002285,3.843,84736,22050,0.30751587145465226,12.3969833792538,0.003443606494237167,3.2258608845313037,90.02892040921564,100.0,71.6,False,0.3539472309034649,9.831867525096248e-05,0.3221035156250001,0.32289375000000003,0.0014828357535875754,4.591338151581241,0.00022221972701611618,0.721096418062765
REF_0040,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,2985.381181722,2985.381919655,2985.813894728,2986.502896628,2986.573707249,0.004815000011149095,431.68668799989973,688.3276250000563,70.79132700027913,1192.5255270002708,3.889,85760,22050,0.30664066006692486,12.248965607461388,0.0034024904465170523,3.149644023517971,91.07730871450383,100.0,71.05,False,0.35234658929686113,9.787405258246142e-05,0.3210773437500001,0.32313281250000003,0.0014330352605282802,4.574434461657209,0.00022494999755955414,0.7303787022865675
A1_0041,.Le chat dort.,14,3,,short_plain,2991.381260325,2991.381812897,2991.607632652,2991.809273586,2991.851289964,0.004425000042829197,225.66947900031664,201.13885499995376,41.99669499985248,470.0296390001313,1.173,25856,22050,0.40070727962500535,4.319373840625386,0.001199826066840385,3.68233063991934,83.30246582685608,97.5,69.4,False,0.12819989718086527,3.5611082550240354e-05,0.3221128125,0.3228140625,0.0004816536475856625,3.9729195891938005,7.66404416893147e-05,0.67859588014484
A2_0042,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,2997.381333433,2997.381984975,2997.716485135,2998.166059682,2998.225407323,0.0042579999899317045,334.2771529996753,449.0722440000354,59.32907000033083,844.0738900003453,2.612,57600,22050,0.3231523315468397,6.697399620582765,0.0018603887834952124,2.564088675567674,89.72309183064998,100.0,69.4,False,0.22517680230630047,6.254911175175013e-05,0.32190761718750005,0.32289375000000003,0.000634244707450536,3.2549470648018755,0.00015428414852448243,0.7716294984000426
A3_0043,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,3003.381416183,3003.382175862,3003.880358427,3004.706014522,3004.787898,0.004277000243746443,497.88828900000226,824.9837379999008,81.86379600010696,1406.4818169999853,4.644,102400,22050,0.30285999504736977,13.699431665951966,0.003805397684986657,2.9499206860361684,91.63445761625663,100.0,71.05,False,0.418229858907617,0.00011617496080767138,0.32208549107142864,0.322734375,0.0015025135236339364,4.1162079678275,0.0002654142836760452,0.7345219047331357
B1_0044,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,3009.67603918,3009.676696985,3010.027311538,3010.518640528,3010.578444828,0.004443999841896584,350.3772869999011,490.814870000122,59.78295100021569,902.40564800024,2.833,62464,22050,0.3185335855983904,8.328869155074013,0.002313574765298337,2.939946754350163,91.02538823752664,100.0,71.6,False,0.2575810216040645,7.15502837789068e-05,0.32219427083333335,0.322734375,0.0009120244380659592,4.020148148587644,0.0001553549609559174,0.6827705558608969
B2_0045,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,3015.676109542,3015.676893445,3016.199954532,3017.084390135,3017.166478441,0.003814000137936091,522.7260729998306,883.7231540001085,82.0674940000572,1490.3688989998045,4.888,107776,22050,0.30490362090830697,15.282650479804785,0.004245180688834662,3.1265651554428775,90.72081385810974,100.0,71.05,False,0.4500072161353781,0.00012500200448204948,0.3214583333333333,0.3224953125,0.0017404121238394747,4.4211325194688005,0.0002897058697636354,0.7410231886310401
B3_0046,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,3022.325834747,3022.327267483,3022.743151722,3023.434175843,3023.505686258,0.003999999989900971,415.5957370003307,690.5238849999478,71.48815800019293,1179.8515109999244,3.727,82176,22050,0.3165686909041922,11.580695461024488,0.00321685985028458,3.107243214656423,88.69334942264982,100.0,71.05,False,0.35434788129600014,9.842996702666671e-05,0.3221765625000001,0.3224953125,0.0012635983637481747,4.0106453888501665,0.00022555727941511673,0.7416230532974016
B4_0047,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,3028.325892954,3028.326564653,3028.695330297,3029.196604229,3029.258176529,0.004555000032269163,368.51809800009505,500.66067099987777,61.55085799991866,932.2835749999285,2.902,64000,22050,0.3212555392832283,9.531142568745878,0.0026475396024294106,3.284335826583693,83.97311171926063,100.0,71.05,False,0.2903645532604928,8.06568203501369e-05,0.32195343750000005,0.32265468750000004,0.0010520754904479825,3.9389249829805,0.00017779658868838905,0.6905223627029781
C1_0048,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,3034.325969123,3034.326839321,3035.055064242,3036.325498734,3036.428456131,0.0042219999158987775,727.8491489996668,1269.5549620002566,102.93699200019546,2102.4870080000255,7.105,156672,22050,0.29591653877551377,22.745214908420788,0.006318115252339108,3.201296961072595,88.96232069691634,100.0,73.25,False,0.6759815553851948,0.00018777265427366523,0.32194474431818176,0.32241562500000004,0.002558424118195434,4.265751340706095,0.0004440922524244613,0.7594319151034526
C2_0049,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,3043.828972839,3043.8296386,3044.272287114,3044.954735795,3045.02314298,0.004315000296628568,442.4014299997907,681.6896519999318,68.3854839999185,1194.170141000086,3.843,84736,22050,0.3107390426750159,11.169635864181034,0.003102676628939176,2.9064886453762773,95.87672160842894,100.0,71.6,False,0.3214331468515268,8.928698523653522e-05,0.3214792613636364,0.322734375,0.0012998949847834722,4.582766054895362,0.00022233481404283618,0.791984530856131
REF_0050,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,3049.829048022,3049.829767113,3050.276146689,3050.971546035,3051.041035571,0.0042040001062559895,446.1096970003382,694.6225019996746,69.46839000011096,1211.9875490002414,3.889,85760,22050,0.31164503702757557,11.307233379164709,0.0031408981608790857,2.9074912263216017,93.01010470367055,100.0,71.6,False,0.3540339551509469,9.834276531970747e-05,0.322010546875,0.3223359375,0.0011891567471213826,3.720900452106333,0.00023042333059178797,0.7343824955224916
